Tipo|Medio General|Medio Específico|Título|Resumen|Fecha Emisión|Valorización|Cm2|Duración|Página|Personajes|Candidatos 2016|Tono|Mes Emisión
Medio Impreso|La República|La República|Los cinco de paracas - Augusto Álvarez Rodrich|Los cinco candidatos que a fines de octubre encabezaban la competencia presidencial según las principales encuestadoras, que son los mismos cinco que siguen adelante hasta ahora, aunque en distinto orden, expondrán hoy –salvo que alguno decida faltar a la cita de Paracas a última hora– sus planes para gobernar el país, y lo harán en un contexto crucial para la mayoría de ellos. Keiko Fujimori. Puntea la carrera desde que, hace años, se empezaron a hacer las encuestas de la competencia del 2016, y este año consolidó un tercio de la intención del voto que es alto –supera a la suma de todos los otros candidatos con más de 1%– y que le permite soñar con la posibilidad de ganar en primera vuelta|04/12/2015|1897.94|226.18|0|5|Augusto Álvarez Rodrich|Keiko Fujimori Higuchi|Neutro|2015-12
Medio Impreso|Perú 21|Perú 21|Joaquín Ramírez dice que no se opondrá a que lo investiguen|El legislador y secretario general del partido Fuerza Popular, Joaquín Ramírez, confirmó que la Fiscalía ha pedido que se le levante la inmunidad parlamentaria para ser investigado por lavado de activos –como lo informara ayer Perú21 – y adelantó que no se opondrá a ese trámite. (...) Quien también se pronunció fue la presidenta del Partido Nacionalista, Nadine Heredia, a través de su cuenta de Twitter. “Ahora cómo actuará la procuraduría de Lavado de Activo? ¿Cómo el Ministerio Público? ¿Cómo la prensa? Y ¿Cómo Keiko?”, se preguntó la primera dama.|15/12/2015|3127.32|365.64|0|8|Nadine Heredia Alarcón|Keiko Fujimori Higuchi|Neutro|2015-12
Radio|Exitosa|Rosana Cueva en Exitosa|Comentarios del parlamentario Teófilo Gamarra (Exitosa)|Vía telefónica. El parlamentario Teófilo Gamarra expresó su desacuerdo por la decisión tomada en la nueva sesión de la Comisión de Fiscalización, donde se debatía un posible llamado a Keiko Fujimori. En ese aspecto, lamentó el suceso y recordó que de ser necesario se podrá hacer una indagación a otros casos similares y negó algún tipo de encono contra el fujimorismo. Sobre César Acuña, Gamarra enfatizó que al grupo le interesa todos los casos y anunció que este domingo se podría lanzar a Daniel Urresti como candidato del nacionalismo.|09/12/2015|1313.55||695||Teófilo Gamarra Saldívar|Keiko Fujimori Higuchi|Neutro|2015-12
Televisión|Canal ATV Plus|ATV  Noticias Edición Matinal|Segundo día de la CADE 2015 (ATV+)|En vivo. El embajador de Estados Unidos en el Perú, Brian Nichols, comentó acerca de los trabajos que se realizan para luchar contra el narcotráfico y sobre la emisión de los pasaportes biométricos para beneficiar a la población peruana. Asimismo, se refirió a la condición de Pedro Pablo Kuczynski como ciudadano norteamericano y dijo que el cambio de nacionalidad es un proceso largo. Por otro lado, la congresista Carmen Omonte comentó que Alejandro Toledo participará de la exposición de propuestas este viernes junto a Keiko Fujimori y los otros candidatos. Además, se indicó que Pedro Pablo Kuczynski y César Acuña también participarán y posiblemente revelarán nuevos integrantes a sus partidos.|03/12/2015|3020||604||María Del Carmen Omonte Durand|Keiko Fujimori Higuchi|Neutro|2015-12
Medio Impreso|Diario Uno|Diario Uno|Un nuevo cuento del fujimorismo|La candidata presidencial Keiko Fujimori dejó pasar largos días, para anunciar ayer que los fujimofistas hasta los huesos Martha Chávez, Luisa Maña Cuculiza y Alejandro Aguinaga no estarán en la lista congresal de Fuerza Popular, pese a que, hace 12 días, su padre le había conminado mediante una carta que induyera a los nombrados y a Luz Salgado. (...) Además. El subdirector de opinión pública de la Universidad Católica, Sandro Macassi, dijo al diario UNO que sí existe un división dentro del fujimorismo entre los antiguos y los que supuestamente representan la renovación; sin embargo, la llamada renovación sigue manteniendo gente como José Chlimper, que tiene el perfil de los albertistas.|30/12/2015|11230.8|784.63|0|3|Julio Arbizu González|Keiko Fujimori Higuchi|Negativo|2015-12
Medio Impreso|La República|La República|Candidatos a la plancha (quemada) - Claudia Cisneros|Acaba el año con un panorama político tétrico. Tenemos al candidato García acusado de múltiples delitos durante toda su carrera política (corrupción, enriquecimiento ilícito, ejecuciones Frontón, masacre de Bagua, más corrupción, la plata llega sola y un extenso etcétera). Su partido, quizás el más organizado –para mal– de los que sobreviven, lo ha blindado, apañado, blanqueado. Sobre la candidata Keiko, de gran maestría para el dribleo, el amague y la finta al puro estilo de su padre: miente, miente que algo queda. Keiko jamás será una lideresa que asegure justicia. Está el Sr. de los lobbies, PPK. Acusado no solo de mentir sobre su nacionalidad por ganar votos, sino también por ser un gestor de intereses de empresas. Un perfecto representante del individualismo y corporativismo a ultranza del neoliberalismo a la peruana: la empresa primero, la empresa segundo, la empresa tercero, y para el pueblo... el marketing, la flauta y los cuyes marca registrada.|27/12/2015|1759.23|307.16|0|6|Claudia Cisneros|Keiko Fujimori Higuchi|Negativo|2015-12
Televisión|Willax|Desayunos de Correo |Entrevista al congresista Víctor Andrés García Belaunde (Willax)|Entrevista. El congresista Víctor Andrés García Belaunde, presidente de la Subcomisión de Acusaciones Constitucionales, se pronunció sobre el proceso que se le sigue al expresidente Alan García, así como de los exfiscales José Peláez y Carlos Ramos Heredia. De otro lado, comentó que no será candidato presidencial por Acción Popular. Adelantó que el candidato podría ser Alfredo Barnechea de quien dijo dejará en alto el nombre del partido y se lucirá en debates con Keiko Fujimori o con César Acuña de realizarse estos.|01/12/2015|8440||1055||Víctor Andrés García Belaúnde|Keiko Fujimori Higuchi|Neutro|2015-12
Medio Impreso|El Men|El Men|Tres golpes|Congresistas de Fuerza Popular no tardaron en cuestionar opiniones del artista plástico Fernando de Szyszlo sobre la candidatura presidencial de Keiko Fujimori . Szyszlo apuntó que Keiko Fujimori es muy ""vulnerable"" y que existen personas más capacitadas.|24/12/2015|345.8|95.2|0|3|Fernando de Szyszlo Valdelomar|Keiko Fujimori Higuchi|Neutro|2015-12
Medio Impreso|Trome|Trome|'Pelean votos de Lima'|Según última encuesta de Ipsos, Keiko se mantiene primera, PPK segundo y tres puntos más abajo Acuña, seguido de Alan. Alan García 8%, Alejandro Toledo 5%. (...) En la quinta casilla, con 2%.están empatados Verónika Mendoza del Frente Amplio, y Daniel Urresti, único precandidato del Partido Nacionalista (...) En el séptimo lugar con solo 1%, aparecen Ricardo Belmont, precandidato de Siempre Unidos; Alfredo Barnechea, precandidato de Acción Popular, y el parlamentario Renzo Reggiardo.|14/12/2015|9457.11|387.05|0|8|Luis Benavente Gianella|Keiko Fujimori Higuchi|Neutro|2015-12
Medio Impreso|Diario Uno|Diario Uno|A Keiko no le servirá de nada hacerse la ""caviar""|Para el politólogo y analista Sinesio López, el cambio de discurso, jalar cuadros, ponerse al centro, a la izquierda y ""caviarizarse"" no le dará ningún resultado a Keiko Fujimori en su pretensión de ganar las elecciones en abril próximo.|12/12/2015|3304.3|346.12|0|8|Carlos Raffo Arce|Keiko Fujimori Higuchi|Negativo|2015-12
Medio Impreso|Diario Uno|Diario Uno|A Keiko no le servirá de nada hacerse la ""caviar""|Para el politólogo y analista Sinesio López, el cambio de discurso, jalar cuadros, ponerse al centro, a la izquierda y ""caviarizarse"" no le dará ningún resultado a Keiko Fujimori en su pretensión de ganar las elecciones en abril próximo.|12/12/2015|3304.3|346.12|0|8|Wilfredo Pedraza Sierra|Keiko Fujimori Higuchi|Negativo|2015-12
Medio Impreso|Extra|Extra|¿Hubo negociación?|El analista Juan de la Puente aseguró que la salida de un grupo de parlamentarios fujimoristas de la carrera electoral pasó por una negociación con la que se intentó resolver el conflicto. ""Fue una salida negociada, Keiko fortalece su liderazgo"", comentó.|31/12/2015|212|53.54|0|4|Juan Francisco De la Puente Mejía|Keiko Fujimori Higuchi|Positivo|2015-12
Medio Impreso|Correo|Correo|Ironiza sobre Acuña y Alan|El precandidato del Partido Nacionalista, Daniel Urresti Elera, ironizó ayer acerca de las candidaturas de César Aruña y Alan García, quienes no figuran en los primeros puestos en las preferencias electorales con miras al 2016. ""Yo sé que está Keiko Fujimori en primer lugar y en segundo está PPK. ¿Quién sigue? (Aruña y García) no me suenan"", dijo Urresti con sorna.|12/12/2015|286.92|30.31|0|8|Daniel Belizario Urresti Elera|Keiko Fujimori Higuchi|Neutro|2015-12
Radio|RPP|La Rotativa del Aire|Nadine Heredia sostiene que Keiko Fujimori liberará a su padre (RPP)|La primera dama Nadine Heredia consideró que Keiko Fujimori y su padre juegan en pared en esta campaña electoral. Añadió que la lideresa de Fuerza Popular liberará a Alberto Fujimori.|18/12/2015|1408||128||Nadine Heredia Alarcón|Keiko Fujimori Higuchi|Negativo|2015-12
Televisión|América TV|Primera Edición|Nadine Heredia dice que Comisión de Fiscalización ""apaña"" a Keiko Fujimori (Canal 4)|La primera dama, Nadine Heredia, dijo que la Comisión de Fiscalización del Congreso ha “apañado” a la lideresa Keiko Fujimori, al decidir no citarla por la denuncia sobre “aportes fantasmas” en su campaña electoral del 2011. Heredia Alarcón llegó a la sede del Ministerio Público para ratificar su denuncia sobre el robo de sus agendas. De otro lado, respaldó la precandidatura de Daniel Urresti por el nacionalismo y descartó alguna alianza política con César Acuña, líder de Alianza Para el Progreso.|10/12/2015|18542.4||120||Nadine Heredia Alarcón|Keiko Fujimori Higuchi|Negativo|2015-12
Web|Perú 21|peru21.pe|Alditus was right! - Aldo Mariátegui|(...) Sigamos con las arcadas como cancha: ¿qué hace un rojo de toda la vida como Huaroc con Keiko? ¿Qué hace una roja supuestamente consecuente como Rosa Mavila aliada con Yehude “Baguazo” Simon, divisionista de la izquierda y ex aliado aprista, ppkausa y toledista, amén de preso por vínculos con el MRTA? ¿Qué hace el maoísta de Patria Roja Gregorio Santos de aliado del fonavista Andrés Alcántara después de que este maltrató así al siomista García Núñez y todo ese sector de viejos de la izquierda? ¿Qué hace Lourdes Flores al lado de Alan después de que ella, a comienzos de los 90, probara todas las acusaciones contra este por BCCI, Mirages, etc…? ¿Qué hace un jurista respetable como Marco Ibazeta de compañero de fórmula de Belmont? ¿Qué hace un religioso como el pastor Lay al lado de un tipo como Acuña? ¿Tan desesperado está Solidaridad para no ir a la baja que recurre al recién choteado ‘Nano’? ¿Reggiardo, Barnechea, Guzmán, Pancho Diez Canseco y Popy creen de verdad que tienen alguna chance? ¿De dónde ha sacado Popy ese extravagante corte de pelo medieval?|22/12/2015|1874.83||0||Aldo Mariátegui Bosse|Keiko Fujimori Higuchi|Neutro|2015-12
Medio Impreso|Expreso|Expreso|Chávez: ""Si no me convocan, allá ellos""|Frente a los comentarios de que figuras que defendieron lealmente al ex presidente Alberto Fujimori serían expectoradas de la lista de Fuerza Popular para las elecciones del 2016, Martha Chávez admitió que la cúpula partidaria no ha respondido a sus pedidos para conversar, y que, si la retiran, deben reemplazarla por alguien mejor¯ ""He intentado hablar con Keiko, pero ella ha estado ocupada en la CADE, en el plan de gobierno, en plancha presidencial y, obviamente, viajando. Yo tengo toda la paciencia necesaria, me limito a señalar mi pedido de conversación"", reveló a EXPRESO. ""Si no me convocan, allá ellos"", acotó Chávez|15/12/2015|405.1|66.51|0|11|Martha Gladys Chávez Cossío|Keiko Fujimori Higuchi|Neutro|2015-12
Radio|Exitosa|Juan Carlos Tafur en Exitosa|.Entrevista a Pablo Secada, militante suspendido por el PPC (Exitosa)|Entrevista. Pablo Secada, militante suspendido por el Partido Popular Cristiano, sostuvo que no es cierto que la alianza entre Alan García y Lourdes Flores se dio en beneficio del PPC con miras a pasar la valla electoral ya que existían otras dos opciones. “Alan García tiene la capacidad política que no tiene nadie ni Pedro Pablo Kuczynski, ni Keiko Fujimori, César Acuña, ni nadie de hacer cosas en el Perú”, dijo. Seguidamente, cuestionó que no haya un debate concreto en torno a políticas públicas.|21/12/2015|2549.61||1349||Pablo Secada|Keiko Fujimori Higuchi|Neutro|2015-12
Medio Impreso|Exitosa|Exitosa Diario|""Los narcoinduItos ha sido un tema legal-mediático, no es un problema real""|Entrevista a Renzo Ibáñez Noel, precandidato al congreso por Alianza Popular. ¿Es posible que Alan Garcia siga el ejemplo de Keiko y ’jubile’ a algunos históricos para promover a los cuadros juveniles apristas? No, nosotros somos un partido democrático y aquí no existen vetos. Lo que si hay es la capacidad de la juventud para poderse imponer en la lista congresal de manera legitima, legal y con autoridad. Lo de Keiko es un veto que demuestra la vena autoritaria de la señora.|31/12/2015|3811.51|437.84|0|3|Ibáñez Noel|Keiko Fujimori Higuchi|Negativo|2015-12
Medio Impreso|Nuevo Sol|Nuevo Sol|Candidatos buscan acercarse a regiones|La decisión de los principales candidatos de incluir en sus fórmulas presidenciales a personalidades del interior del país, apunta a un acercamiento con las regiones, sostuvo el analista Juan de la Puente. Opinó, además, que los ""jales"" en la conformación de fórmulas presidenciales van a jugar un papel importante. En cuanto a Fuerza Popular, que postula a la presidencia a Keiko Fujimori, y competirá acompañada del empresario José Chlimper y el exgobernadar de la región Junín, Vladimiro Huaroc, sostuvo que representa una ""apertura al mercado, las regiones y al espacio tecnocrático""|21/12/2015|1187.07|187.91|0|7|Juan Francisco De la Puente Mejía|Keiko Fujimori Higuchi|Neutro|2015-12
Medio Impreso|Correo|Correo|Las planchas y el matón - Luis Alfonso Morey|Ver Anel Townsend con César Acuña, a Susana Villarán con Daniel Urresti a Lourdes Flores con Alan García a Vladimiro Huaroc con Keiko Fujimori y a la excandidata aprista Mercedes Aráoz con Kuczynski demuestra que lo único que les interesa es llegar al poder, como sea y con quien sea. Los principios son dejados a un lado para juntarse con quien creen que más les conviene. Llama la atención también Nano Guerra (ex Yehude) de la manito con el cuestionado José Luna Gálvez. La mayor parte de planchas son un arroz con mango. una mezcla de oportunismo y falta de principios. En el caso de Ricardo Belmont, cuya candidatura presidencial es silenciada por la mayor parte de los medios, lo acompañan Iván Dibós y Marcos lbazeta. personas intachables que demuestran coherencia, cosa rara en estos tiempos.|24/12/2015|1185.93|124.49|0|11|Luis Alfonso Morey|Keiko Fujimori Higuchi|Negativo|2015-12
Televisión|TV Perú 7.3|7.3 Noticias|Gana Perú pide a Keiko Fujimori deslinde concreto con la corrupción (TV Perú 7.3)|El congresista nacionalista Fredy Otárola pidió a la candidata presidencial Keiko Fujimori que realice con hechos concretos un deslinde con la corrupción. “Que devuelvan los seis mil millones de soles para creerles que de verdad hay voluntad de cambio”, indicó. Por su parte, el legislador Julio Gagó sostuvo que su lideresa partidaria fue clara en señalar que las irregularidades que se cometieron en el gobierno de su padre Alberto Fujimori no se repetirán.|01/12/2015|380.12||86||Julio César Gagó Pérez|Keiko Fujimori Higuchi|Positivo|2015-12
Web|Trome|trome.pe|Fernando de Szyszlo le baja el dedo a Keiko Fujimori|El destacado artista plástico Fernando de Szyszlo precisó que no existe ningún motivo por el cual la candidata de Fuerza Popular, Keiko Fujimori, deba ser electa presidenta de la República, en las Elecciones 2016. (...) De otro lado, Fernando de Szyszlo aseguró que ve con optimismo las candidaturas presidenciales del expresidente Alan García (Alianza Popular) y del exministro de Economía Pedro Pablo Kuczysnki (Peruanos Por el Kambio).|23/12/2015|1979.63||0||Fernando de Szyszlo Valdelomar|Keiko Fujimori Higuchi|Negativo|2015-12
Televisión|Canal ATV Plus|ATV+ Noticias Edición tarde|Parlamentarios acatarán decisión de Fuerza Popular (ATV+)|El congresista Alejandro Aguinaga aseguró que pese a que no será incluido en la lista para la reelección al Congreso seguirá apoyando a Keiko Fujimori. Por su parte, Luisa María Cuculiza indicó que no tiene conocimiento sobre la decisión pero que se pone a disposición para seguir trabajando en la campaña, mientras que Martha Chávez comentó que no sería ministra en un eventual gobierno fujimorista y que acatará lo anunciado por la lideresa. Otro congresistas que conforman la lista son Julio Gagó, Pedro Spadaro, Juan Díaz Dios.|30/12/2015|1960||392||Martha Gladys Chávez Cossío|Keiko Fujimori Higuchi|Neutro|2015-12
Medio Impreso|Gestión|Gestión|Fujimori entra a la campaña y defiende a la vieja guardia|Alberto Fujimori fijó posición en la polémica pública que hay en su partido. El expresidente salió a respaldar a la vieja guardia: Mart ha Chávez, Luz Salgado, Luisa María Cuculiza y Alejandro Aguinaga. Mediante una carta, Fujimori cuestionó el proceso de evaluación que hay en Fuerza Popular para designar a los integrantes de la lista parlamentaria. La evaluación es promovida por Keiko Fujimori y ya encontró en su propio hermano Kenji a un opositor.|18/12/2015|2825.28|189.72|0|27|Kenji Gerardo Fujimori Higuchi|Keiko Fujimori Higuchi|Neutro|2015-12
Radio|Exitosa|Nicolás Lucar en Exitosa|Carlos Tubino respondió a cuestionamientos contra Keiko Fujimori (Exitosa)|Vía telefónica. El parlamentario de Fuerza Popular, Carlos Tubino, respondió a las declaraciones de Carlos Raffo respecto a la candidatura de Keiko Fujimori. En primer lugar, indicó que él no evalúa el trabajo en los últimos 3 años por lo que ahora tiene una mayor predominancia a nivel nacional. Sobre el discurso del presidente Ollanta Humala a las Fuerzas Armadas en comparación a gobiernos previos, expresó su censura por la 'toma de una ceremonia protocolar para brindar un discurso de cuartel'. Asimismo, no descartó que hayan procedimientos al interior de las FF.AA. sobre personas que han infringido las normas y recordó que el país no es el mismo de hace 10 años. En respuesta al tuit de la primera dama contra la lideresa Fujimori, Tubino enfatizó que en medio de los cuestionamientos la ONPE no ha realizado ninguna declaración negativa y no descarta un afán de Gana Perú en querer 'pasarle la llanta'. Finalmente, recordó los avances de las indagaciones en el caso Dini – la Fiscalía investiga los hechos – y la suspensión de Daniel Abugattás.|10/12/2015|2164.05||1145||Carlos Mario del Carmen Tubino Arias-Schreiber|Keiko Fujimori Higuchi|Positivo|2015-12
Televisión|TV Perú|TV Perú Noticias Edición Matinal |Luis Iberico: APP actuará con transparencia (Canal 7)|Luis Iberico señaló que Alianza Para el Progreso actuará con transparencia en el caso de los aportantes fantasma. También se refirió a la carta del expresidente Alberto Fujimori en la que recomienda considerar a sus congresistas históricas en la lista parlamentaria de su hija Keiko Fujimori. Sobre el presunto uso de la universidad en la campaña política dijo que han presentado su descargo ante el JEE. Estas declaraciones las brindó luego de la ceremonia en la que tanto él, como el presidente del Poder Judicial, Víctor Ticona, fueron condecorados con la medalla de justicia militar en el grado de gran oficial en el marco del Día de la Justicia Militar Policial.|19/12/2015|2290.44||139||Luis Carlos Antonio Iberico Nuñez|Keiko Fujimori Higuchi|Neutro|2015-12
Web|América TV|americatv.com.pe|Keiko retó al ala histórica del fujimorismo con reforma de lista al Congreso[RESUMEN]|Los analistas consideraron que el pronunciamiento de Alberto Fujimori afectaba directamente el intento de Keiko de colocarse al centro del espacio político, con actos como el reconocimiento a la importancia de la Comisión de la Verdad y Reconciliacion (CVR), que siempre ha sido muy cuestionada por el ala dura del fujimorismo, así como de los delitos que se cometieron entre 1990 y el 2000...A las puertas del inicio oficial de la campaña electoral, en enero próximo, Keiko Fujimori encabeza los sondeos de opinión con un 30 % de aprobación, seguida por el exministro de Economía Pedro Pablo Kuczynski, con un 11 %, y el empresario César Acuña, con un 8 %.|29/12/2015|1554.16|305.63|0||Kenji Gerardo Fujimori Higuchi|Keiko Fujimori Higuchi|Positivo|2015-12
Televisión|Canal ATV Plus|ATV+ Noticias Edición tarde|¿Qué se viene en la política para el año 2016? (ATV+)|Los videntes Mónica Galliani, Carmen Briceño, Carlos Zorivo, Alexandra Quillay dieron sus predicciones sobre el futuro de personajes políticos como el presidente Ollanta Humala, la primera dama Nadine Heredia, el expresidente Alberto Fujimori, y los candidatos presidenciales Keiko Fujimori, Alan García, César Acuña, Pedro Pablo Kuczynski. La mayoría de ellos vaticinan un triunfo electoral de Alan García.|31/12/2015|2255||451||Alexandra Quilay |Keiko Fujimori Higuchi|Neutro|2015-12
Medio Impreso|La Razón|La Razón|Vendió su alma al diablo|Ex defensora de los DDHH dice que exministro es inocente y que su objetivo es impedir que gane Keiko.|22/12/2015|6135.02|744.13|0|3|Susana María del Carmen Villarán de la Puente|Keiko Fujimori Higuchi|Negativo|2015-12
Televisión|América TV|América Noticias|Cosmobiólogo hace predicciones sobre el panorama político para el 2016 (Canal 4)|El cosmobiólogo Rubén Jungbluth analizó el escenario electoral a partir de los signos zodiacales de los candidatos presidenciales. Señala que el año 2016 será menos complicado para Keiko Fujimori que para Alan García, que los candidatos Pedro Pablo Kuczynski y Alejandro Toledo no tienen opciones de ganar las elecciones, y que César Acuña podría dar una sorpresa positiva.|28/12/2015|30131.4||195||Rubén Jungbluth|Keiko Fujimori Higuchi|Neutro|2015-12
Televisión|RPP|Al Estilo Juliana|Entrevista al congresista Carlos Bruce (RPP TV)|Entrevista. El congresista Carlos Bruce comentó sobre su supuesta afiliación a Perú Posible. En ese sentido, indicó que el partido de Alejandro Toledo no tramitó en su momento su renuncia ante el Jurado Nacional de Elecciones. Sin embargo, el JEE ya resolvió darle de baja del padrón de Perú Posible, por lo que ya está hábil para postular por cualquier partido; a no ser que la organización de la “Chakana” apele a ese veredicto. De otro lado, resaltó las capacidades políticas de Pedro Pablo Kuczynski, y recordó que PPK ha sido muy explícito en decir que está a favor de la unión civil; a diferencia de Keiko Fujimori quien ahora quiere pasarse al centro avalando dicho proyecto. En otro momento, criticó los cambios de postura de Alejandro Toledo, y que algunos congresistas del nacionalismo ahora se hayan pasado al partido de César Acuña o al fujimorismo.|23/12/2015|4141.54||937||Carlos Ricardo Bruce Montes De Oca|Keiko Fujimori Higuchi|Negativo|2015-12
Medio Impreso|Perú 21|Perú 21|Imágenes CADE - Guido Lombardi|Toledo: apelando a su vena parrandera, recordó que el Perú ha vivido una ""fiesta"" y que no debemos permitir que esta termine.(...) Keiko: aplomada, convencida de que quiere ser presidenta y con el objetivo de construirse un perfil propio. (...) Acuña: la tenía difícil y no salió malparado. (... ) PPK: jugaba de local. Su exposición fue la más puntual.|06/12/2015|2078.84|193.43|0|9|Guido Ricardo Lombardi Elías|Keiko Fujimori Higuchi|Positivo|2015-12
Medio Impreso|Correo|Correo|El menú de candidatos - Renato Sandoval|Intentemos echarle un poco de humor a la campaña y pongamos en el papel de guardianes de casa a cinco candidatos presidenciales. (...) Keiko Fujimori podría ser maternal, rígida con la educación, sin sentido del humor y encubridora de alguna mataperrada que pueda hacer usted como padre. (...) PPK podría ser el abuelo que engríe al nieto. Ya no correría detrás del pequeño, sino solo observaría y lo educaría con mano firme como la de un ministro de Economía. (...) César Acuña no se ve como un mal padre, pero todo lo resolvería con dinero.|11/12/2015|1214.62|127.76|0|15|Renato Sandoval Gonzáles|Keiko Fujimori Higuchi|Neutro|2015-12
Web|Andina|andina.com.pe|Nadine Heredia cuestiona fórmula presidencial de Keiko Fujimori|La presidenta del Partido Nacionalista Peruano (PNP), Nadine Heredia, cuestionó hoy adhesión del exministro José Chlimper a la fórmula presidencial liderada por la candidata de Fuerza Popular (FP) y cuestionó también a Vladimiro Huaroc por aceptar incorporarse a ese grupo político a pesar de asegurar tener convicciones democráticas...En su cuenta de Twitter, refirió que el candidato a la primera vicepresidencia por FP, José Chimper, lideró una estrategia de campaña en 2011 contra el entonces candidato Ollanta Humala.|21/12/2015|98.6||0||Nadine Heredia Alarcón|Keiko Fujimori Higuchi|Negativo|2015-12
Radio|Radio San Borja|No hay Derecho|Periodista Glatzer Tuesta comenta carta del expresidente Alberto Fujimori (San Borja)|El periodista Glatzer Tuesta comentó la carta del expresidente Alberto Fujimori, donde expresó que parlamentarios como Luisa Cuculiza y Martha Chávez, quienes lo acompañaron durante la década de los '90, deben estar incluidos en la lista parlamentaria. El documento cita: “los verdaderos evaluadores son los electores, a través del voto preferencial (...)”. Tuesta indicó que la lideresa Keiko Fujimori está en una encrucijada que ella misma provocó.|18/12/2015|622.74||582||Glatzer Tuesta|Keiko Fujimori Higuchi|Negativo|2015-12
Web|Expreso|expreso.com.pe|Cuculiza: Keiko sacará a su padre de donde está|La parlamentaria María Luisa Cuculiza, de Fuerza Popular, señaló que la candidata presidencial Keiko Fujimori, en caso resulte electa en el 2016, hará todo lo posible en la vía judicial para que su padre sea liberado. Asimismo, la legisladora fujimorista confía en que la dirigencia de su partido la incluya en la lista de candidatos al Congreso para el 2016 y confirmó que fue invitada por Solidaridad Nacional para que cambie de agrupación política. ""Yo me mantengo en el Congreso si es que me ponen. O si no, veré de qué manera trabajo, en cualquier sitio, sirviendo a las personas que me necesitan"", dijo..""El señor (Luis) Castañeda se presentó y me dijo que ellos estarían muy honrados en que yo encabezara esa lista. Le agradecí muchísimo por esa atención que tuvo. Pero él al final entendió que yo nunca dejaría el fujimorismo"", agregó Cuculiza.|17/12/2015|52||0||Luisa María Cuculiza Torre|Keiko Fujimori Higuchi|Positivo|2015-12
Televisión|Panamericana TV|24 Horas|Reacciones de los congresistas tras la carta que publicó Alberto Fujimori en las redes sociales (Canal 5)|Conozca las reacciones de los congresistas tras la carta que publicó Alberto Fujimori en las redes sociales. El presidente del Congreso, Luis Iberico señaló que la misiva afecta a Keiko Fujimori.|18/12/2015|11302.72||152||Luis Carlos Antonio Iberico Nuñez|Keiko Fujimori Higuchi|Neutro|2015-12
Web|La República|larepublica.pe|Alberto Fujimori a Keiko: Se debe contar con candidatura de congresistas de larga trayectoria|El encarcelado ex presidente Alberto Fujimori envió una carta desde la Diroes en la cual expresa su disconformidad con el proceso de evaluación que su hija Keiko impulsa dentro de Fuerza Popular a la hora de elegir a los candidatos al Congreso para las elecciones del 2016 . En ese sentido, brindó su respaldo a legisladores de su partido que cuentan con trayectoria en el Parlamento.|17/12/2015|1014.43||0||Alberto Fujimori Fujimori|Keiko Fujimori Higuchi|Neutro|2015-12
Radio|Radio San Borja|San Borja Noticias -Tarde |Declaraciones del titular del Mhol Jorge Chávez (San Borja)|Enlace telefónico. El presidente del Movimiento Homosexual de Lima (Mhol), Jorge Chávez, afirmó que no hay ley que proteja los derechos de los gays peruanos. Agregó que Keiko Fujimori y Pedro Pablo Kuczynski se han mostrado a favor de la aprobación de la Unión Civil. César Acuña ahora se encuentra en contra de la Unión Civil a pesar de que antes estaba a favor, indicó Chávez.|10/12/2015|0||255||Jorge Chávez Reyes |Keiko Fujimori Higuchi|Positivo|2015-12
Web|El Comercio|elcomercio.pe|Kenji: Con Villarán, nacionalismo suma odios contra fujimorismo|El congresista Kenji Fujimori afirmó que incorporación de Susana Villarán al proyecto político del Partido Nacionalista está ligada al interés de esa agrupación en que su hermana Keiko, candidata de Fuerza Popular, no alcance la presidencia de la República...A través de su cuenta de Twitter, Kenji Fujimori expresó que ""para Susana Villarán más pesa el odio al fujimorismo que su defensa de género. Se alía a Daniel Urresti 'para que no gane Keiko' Qué propositiva"".|21/12/2015|5994.53||0||Kenji Gerardo Fujimori Higuchi|Keiko Fujimori Higuchi|Positivo|2015-12
Medio Impreso|La República|La República|Kenji reconoce discrepancias entre su padre y candidata Keiko|El congresista Kenji Fujimori reconoció que existen discrepancias entre su padre, eI preso Alberto Fujimori, y su hermana Keiko Fujimori, actual candidata a la presidencia por el partido Fuerza Popular. Sin embargo, negó que ello pueda generar división al interior de dicha organización política. ""Él (Alberto Fujimori) es un ex presidente con vasta experiencia y Keiko una lideresa con personalidad fuerte. Es normal que no coincidan"", manifestó.|28/12/2015|428.63|88.71|0|8|Kenji Gerardo Fujimori Higuchi|Keiko Fujimori Higuchi|Neutro|2015-12
